embryos	juveniles	adults	juv&adults
0	98	0	98
0	96	0	96
0	96	0	96
0	95	0	95
0	95	0	95
0	95	0	95
0	95	0	95
0	95	0	95
0	95	0	95
0	94	0	94
0	93	0	93
0	92	0	92
0	92	0	92
0	92	0	92
0	91	0	91
0	90	0	90
0	90	0	90
0	89	0	89
0	89	0	89
0	89	0	89
0	88	0	88
0	88	0	88
0	86	0	86
0	84	0	84
0	84	0	84
0	84	0	84
0	84	0	84
0	84	0	84
0	83	0	83
0	82	0	82
0	81	0	81
0	81	0	81
0	81	0	81
0	80	0	80
0	78	0	78
0	77	0	77
0	76	0	76
0	76	0	76
0	74	0	74
0	74	0	74
0	74	0	74
0	72	0	72
0	70	1	71
0	69	1	70
0	68	1	69
0	67	2	69
0	65	4	69
0	64	5	69
0	61	8	69
0	57	10	67
0	52	15	67
0	44	21	65
0	41	24	65
0	32	33	65
0	26	39	65
0	21	44	65
0	18	47	65
0	14	51	65
0	11	53	64
0	8	56	64
0	7	57	64
0	6	58	64
0	5	59	64
0	4	60	64
0	2	60	62
0	2	59	61
6	2	59	61
6	2	59	61
6	1	60	61
12	1	60	61
19	1	60	61
19	1	60	61
26	1	60	61
32	1	60	61
71	1	60	61
99	1	60	61
127	1	60	61
163	1	60	61
204	1	58	59
231	0	59	59
256	0	59	59
274	0	59	59
284	0	59	59
298	0	58	58
306	0	58	58
308	0	58	58
311	0	58	58
303	0	57	57
309	0	57	57
309	0	57	57
208	0	39	39
208	0	39	39
208	0	39	39
208	0	39	39
208	0	39	39
208	0	39	39
208	0	39	39
208	0	39	39
197	0	37	37
197	0	37	37
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
192	0	36	36
187	0	35	35
186	1	35	36
185	2	35	37
183	4	35	39
181	6	35	41
176	15	35	50
169	21	35	56
161	25	34	59
155	31	34	65
147	39	34	73
135	50	34	84
126	59	34	93
111	71	34	105
106	76	33	109
98	83	33	116
87	94	33	127
76	105	33	138
68	112	32	144
74	117	32	149
82	125	32	157
85	131	32	163
77	137	32	169
71	142	32	174
65	146	32	178
74	149	32	181
153	148	32	180
160	147	32	179
185	147	32	179
190	148	32	180
288	148	32	180
305	149	32	181
305	147	32	179
305	144	32	176
303	146	32	178
308	145	32	177
308	145	32	177
308	145	32	177
329	143	32	175
344	141	32	173
351	141	32	173
364	142	32	174
364	141	32	173
361	144	32	176
359	143	32	175
355	146	32	178
351	150	32	182
348	152	32	184
346	154	32	186
344	155	32	187
339	159	32	191
343	164	31	195
341	162	31	193
341	158	33	191
368	160	33	193
365	160	34	194
364	153	41	194
362	147	48	195
350	145	50	195
333	144	53	197
326	146	58	204
306	149	67	216
317	166	71	237
287	181	83	264
244	221	83	304
208	248	87	335
184	266	92	358
142	289	93	382
117	309	96	405
101	316	100	416
80	318	100	418
78	314	102	416
172	312	102	414
269	307	109	416
326	305	111	416
346	305	107	412
367	306	109	415
380	302	109	411
404	308	110	418
446	302	115	417
447	296	116	412
447	295	120	415
436	291	120	411
432	292	118	410
443	290	120	410
472	288	122	410
495	285	123	408
522	291	125	416
530	307	127	434
479	357	130	487
460	403	132	535
480	452	130	582
575	485	126	611
683	506	130	636
773	514	133	647
770	518	136	654
797	517	149	666
870	512	163	675
901	492	186	678
897	465	214	679
950	454	230	684
1031	463	246	709
900	473	246	719
1022	479	246	725
1320	490	249	739
1488	514	257	771
1457	561	257	818
1376	602	245	847
1211	617	232	849
1282	616	236	852
1205	602	240	842
1158	601	241	842
1128	596	251	847
1077	613	254	867
957	693	261	954
814	848	273	1121
724	961	274	1235
811	1020	283	1303
943	1046	288	1334
1074	1042	291	1333
1208	1014	296	1310
1263	991	301	1292
1235	969	294	1263
1221	947	287	1234
852	20	215	235
819	16	214	230
795	30	213	243
781	36	214	250
758	49	212	261
737	63	211	274
708	84	209	293
668	88	202	290
644	103	201	304
628	115	199	314
613	126	198	324
584	146	197	343
519	189	192	381
462	234	190	424
378	302	187	489
304	373	186	559
232	206	182	388
180	256	182	438
137	291	175	466
110	314	174	488
91	326	171	497
70	343	169	512
47	363	167	530
36	370	165	535
23	376	162	538
14	378	162	540
12	368	158	526
10	364	157	521
9	358	155	513
7	356	154	510
6	348	151	499
3	342	145	487
2	338	141	479
2	334	139	473
2	325	138	463
1	322	136	458
0	315	136	451
0	312	136	448
0	308	137	445
0	299	135	434
0	297	131	428
0	294	130	424
0	292	131	423
0	288	128	416
2	286	128	414
2	283	126	409
5	280	124	404
5	274	123	397
5	268	120	388
5	259	122	381
9	253	121	374
9	250	123	373
9	247	122	369
9	237	129	366
9	232	134	366
9	221	139	360
9	209	146	355
26	192	161	353
33	178	175	353
37	164	186	350
36	151	194	345
55	133	207	340
88	116	223	339
115	106	231	337
111	95	239	334
113	85	245	330
138	78	250	328
198	67	261	328
219	60	266	326
217	50	275	325
212	49	273	322
205	43	275	318
205	39	275	314
204	33	277	310
206	32	273	305
202	29	275	304
184	28	266	294
180	30	262	292
185	30	263	293
202	27	263	290
198	26	264	290
188	29	263	292
180	37	263	300
170	46	262	308
158	54	258	312
154	58	259	317
147	62	262	324
142	65	260	325
135	68	256	324
132	73	254	327
130	73	250	323
127	75	251	326
124	76	247	323
121	76	244	320
126	76	238	314
196	76	236	312
230	79	234	313
266	85	228	313
266	85	225	310
352	86	224	310
396	89	224	313
398	90	221	311
397	91	221	312
384	95	216	311
377	98	214	312
370	101	213	314
364	100	208	308
365	106	207	313
366	108	206	314
366	109	205	314
394	111	203	314
383	111	199	310
384	112	197	309
386	112	197	309
380	109	192	301
373	111	187	298
368	109	184	293
362	107	181	288
362	107	180	287
361	101	178	279
361	100	177	277
359	98	176	274
359	97	176	273
356	96	174	270
344	96	168	264
343	96	166	262
342	97	165	262
323	99	160	259
317	103	158	261
315	104	156	260
319	104	154	258
322	103	153	256
324	104	153	257
318	107	152	259
316	107	151	258
315	108	149	257
312	108	148	256
308	107	146	253
307	107	146	253
293	108	143	251
292	107	144	251
280	115	141	256
272	118	139	257
257	126	137	263
247	136	136	272
236	152	134	286
226	164	133	297
235	182	133	315
238	191	132	323
231	201	129	330
236	215	125	340
231	221	125	346
238	226	126	352
236	231	123	354
245	237	123	360
240	240	123	363
233	247	120	367
226	249	119	368
228	253	117	370
233	257	117	374
246	260	116	376
249	259	115	374
240	257	109	366
243	258	108	366
247	253	109	362
246	249	110	359
241	249	111	360
236	244	112	356
236	238	111	349
244	236	111	347
244	228	112	340
242	222	113	335
242	219	114	333
241	217	113	330
250	211	117	328
254	209	116	325
254	208	117	325
254	205	118	323
251	200	118	318
252	197	116	313
255	196	116	312
247	189	116	305
244	186	115	301
246	185	115	300
251	183	115	298
244	181	113	294
245	173	117	290
241	171	116	287
245	169	116	285
244	165	116	281
244	163	116	279
243	161	115	276
238	159	114	273
239	158	115	273
243	157	115	272
229	155	112	267
227	155	111	266
226	154	110	264
224	151	109	260
219	154	109	263
227	152	111	263
230	150	112	262
228	153	112	265
225	152	113	265
217	152	112	264
218	153	112	265
212	155	113	268
205	159	112	271
205	164	112	276
193	162	110	272
192	163	108	271
207	168	108	276
206	170	107	277
210	179	107	286
184	181	99	280
155	182	93	275
148	183	91	274
144	184	91	275
138	185	94	279
135	185	95	280
136	183	97	280
134	185	95	280
137	185	96	281
144	190	96	286
149	185	101	286
152	183	103	286
156	176	108	284
158	167	113	280
153	165	114	279
164	164	115	279
158	160	117	277
158	161	119	280
152	159	126	285
154	159	128	287
153	157	129	286
151	158	130	288
154	155	130	285
152	152	132	284
151	149	135	284
143	149	133	282
141	147	136	283
135	148	136	284
140	151	134	285
144	151	134	285
152	156	132	288
151	156	132	288
159	159	133	292
222	157	134	291
250	159	134	293
243	162	132	294
240	160	135	295
234	160	134	294
228	160	133	293
227	163	133	296
225	166	134	300
223	167	133	300
197	171	123	294
193	171	124	295
211	173	124	297
246	175	124	299
245	169	125	294
243	170	125	295
241	164	127	291
240	160	131	291
237	159	134	293
226	158	132	290
218	153	135	288
217	151	136	287
204	149	134	283
225	147	134	281
224	146	136	282
244	148	139	287
292	147	145	292
314	150	147	297
326	156	150	306
330	165	151	316
330	190	153	343
357	203	153	356
394	210	153	363
414	210	152	362
417	207	156	363
382	207	147	354
244	205	131	336
231	206	132	338
224	208	134	342
257	211	135	346
290	223	136	359
308	235	134	369
306	252	140	392
322	261	146	407
379	275	147	422
444	265	156	421
486	264	158	422
488	266	159	425
515	263	162	425
516	259	163	422
488	256	160	416
506	255	159	414
505	249	161	410
504	244	162	406
504	245	160	405
514	244	164	408
491	251	162	413
485	265	162	427
500	300	161	461
507	346	161	507
532	393	161	554
563	419	162	581
552	445	163	608
640	467	162	629
666	471	160	631
731	477	161	638
729	474	160	634
716	464	161	625
737	456	166	622
728	442	172	614
756	430	177	607
799	419	185	604
812	408	191	599
860	397	199	596
871	383	207	590
859	374	211	585
714	373	201	574
746	364	209	573
793	367	211	578
852	386	213	599
820	430	213	643
789	485	219	704
758	550	222	772
774	620	223	843
841	665	219	884
884	705	217	922
996	732	222	954
1083	723	233	956
989	714	229	943
906	700	242	942
877	683	257	940
972	686	269	955
937	693	284	977
1007	701	298	999
1158	716	303	1019
1184	773	309	1082
1198	844	308	1152
1273	906	309	1215
1339	943	303	1246
1372	958	295	1253
1525	958	297	1255
1555	949	291	1240
1519	935	285	1220
1491	909	289	1198
1360	879	293	1172
1333	873	303	1176
1303	852	313	1165
1320	827	334	1161
1364	808	355	1163
1416	813	364	1177
1369	825	374	1199
1282	864	368	1232
1248	912	368	1280
1215	979	379	1358
1183	1038	378	1416
1195	1097	374	1471
1214	1159	363	1522
1171	1174	348	1522
1066	1175	338	1513
1077	1150	333	1483
688	673	244	917
659	670	240	910
637	669	239	908
632	659	241	900
609	660	236	896
596	646	235	881
588	629	231	860
552	614	228	842
540	599	223	822
534	587	223	810
509	574	217	791
498	565	214	779
498	554	212	766
515	549	207	756
584	540	208	748
577	535	203	738
581	528	203	731
563	525	200	725
534	524	195	719
499	520	189	709
457	530	187	717
425	544	190	734
424	547	191	738
383	561	191	752
370	575	193	768
341	588	198	786
326	595	203	798
327	592	213	805
316	603	222	825
306	601	230	831
276	587	242	829
242	590	255	845
167	586	247	833
152	577	260	837
142	556	276	832
169	533	281	814
178	493	297	790
219	466	311	777
251	438	335	773
363	413	349	762
427	397	354	751
458	380	355	735
493	371	359	730
515	370	356	726
505	376	349	725
534	373	352	725
538	376	347	723
568	367	345	712
657	364	343	707
744	360	345	705
737	356	346	702
719	345	345	690
738	337	337	674
743	325	337	662
769	320	338	658
736	308	335	643
730	298	331	629
742	290	330	620
738	296	323	619
724	316	322	638
702	336	323	659
522	352	276	628
447	345	254	599
426	350	251	601
409	348	256	604
416	343	261	604
435	333	264	597
430	326	268	594
433	326	268	594
439	327	264	591
457	319	271	590
460	321	272	593
477	318	274	592
462	327	277	604
442	332	281	613
315	338	261	599
189	352	229	581
168	363	228	591
142	377	229	606
124	385	232	617
96	390	230	620
88	386	233	619
73	385	235	620
70	369	235	604
63	362	234	596
71	361	232	593
105	353	234	587
103	346	234	580
101	343	231	574
97	335	230	565
90	327	229	556
90	320	225	545
86	317	222	539
124	313	222	535
151	306	218	524
147	301	212	513
144	297	210	507
144	291	206	497
144	284	208	492
144	277	203	480
144	270	203	473
144	264	201	465
138	262	199	461
129	260	199	459
121	258	194	452
117	257	193	450
111	249	193	442
109	247	189	436
109	237	189	426
108	235	190	425
109	234	189	423
142	230	186	416
180	225	186	411
182	226	185	411
178	222	184	406
168	223	179	402
166	219	179	398
180	216	176	392
184	217	171	388
184	215	170	385
183	212	172	384
178	205	172	377
178	197	175	372
